"10","1","1","0";
"10","1","2","0";
"10","1","3","3";
"10","1","4","199";
"10","1","5","3171";
"10","1","6","26977";
"10","1","7","152105";
"10","1","8","651543";
"10","1","9","2285663";
"10","1","10","0";
"10","1","11","408245";
"10","1","12","455382";
"10","1","13","507865";
"10","1","14","562307";
"10","1","15","628365";
"10","1","16","697006";
"10","1","17","771625";
"10","1","18","855408";
"10","1","19","945953";
"10","1","20","0";
"10","1","21","100226";
"10","1","22","101542";
"10","1","23","101599";
"10","1","24","103356";
"10","1","25","103929";
"10","1","26","105492";
"10","1","27","106062";
"10","1","28","107579";
"10","1","29","108468";
"10","1","30","0";
"10","1","31","10806";
"10","1","32","10842";
"10","1","33","11083";
"10","1","34","11089";
"10","1","35","11079";
"10","1","36","10949";
"10","1","37","11079";
"10","1","38","10987";
"10","1","39","11013";
"10","1","40","0";
"10","1","41","1121";
"10","1","42","1052";
"10","1","43","1095";
"10","1","44","1081";
"10","1","45","1129";
"10","1","46","1037";
"10","1","47","1149";
"10","1","48","1129";
"10","1","49","1104";
"10","1","50","0";
"10","1","51","91";
"10","1","52","115";
"10","1","53","133";
"10","1","54","107";
"10","1","55","110";
"10","1","56","116";
"10","1","57","110";
"10","1","58","103";
"10","1","59","96";
"10","1","60","0";
"10","1","61","15";
"10","1","62","10";
"10","1","63","12";
"10","1","64","14";
"10","1","65","11";
"10","1","66","17";
"10","1","67","14";
"10","1","68","13";
"10","1","69","11";
"10","1","70","0";
"10","1","71","0";
"10","1","72","5";
"10","1","73","2";
"10","1","74","0";
"10","1","75","0";
"10","1","76","0";
"10","1","77","0";
"10","1","78","0";
"10","1","79","0";
"10","1","80","0";
"10","1","81","0";
"10","1","82","0";
"10","1","83","0";
"10","1","84","0";
"10","1","85","1";
"10","1","86","0";
"10","1","87","0";
"10","1","88","0";
"10","1","89","0";
"10","1","90","0";
"10","1","91","0";
"10","1","92","0";
"10","1","93","0";
"10","1","94","0";
"10","1","95","0";
"10","1","96","0";
"10","1","97","0";
"10","1","98","0";
"10","1","99","0";
"10","1","100","0";
"10","1","101","0";
"10","1","102","0";
"10","1","103","0";
"10","1","104","0";
"10","1","105","0";
"10","1","106","0";
"10","1","107","0";
"10","1","108","0";
"10","1","109","0";
"10","1","110","0";
"10","1","111","0";
"10","1","112","0";
"10","1","113","0";
"10","1","114","0";
"10","1","115","0";
"10","1","116","0";
"10","1","117","0";
"10","1","118","0";
"10","1","119","0";
"10","1","120","0";
"10","1","121","0";
"10","1","122","0";
"10","1","123","0";
"10","1","124","0";
"10","1","125","0";
"10","1","126","0";
"10","1","127","0";
"10","1","128","0";
"10","1","129","0";
"10","1","130","0";
"10","1","131","0";
"10","1","132","0";
"10","1","133","0";
"10","1","134","0";
"10","1","135","0";
"10","1","136","0";
"10","1","137","0";
"10","1","138","0";
"10","1","139","0";
"10","1","140","0";
"10","1","141","0";
"10","1","142","0";
"10","1","143","0";
"10","1","144","0";
"10","1","145","0";
"10","1","146","0";
"10","1","147","0";
"10","1","148","0";
"10","1","149","0";
"10","1","150","0";
